month,county_join,county_label,state_join,state_label,settlement_count,assessment_count,,,,,
2019-10-01,Ayod,Ayod,Jonglei,Jonglei,274,48,,,,,
2019-10-01,BorSouth,Bor South,Jonglei,Jonglei,420,54,,,,,
2019-10-01,CanalPigi,Canal/Pigi,Jonglei,Jonglei,128,30,,,,,
2019-10-01,Duk,Duk,Jonglei,Jonglei,126,19,,,,,
2019-10-01,Fangak,Fangak,Jonglei,Jonglei,218,40,,,,,
2019-10-01,Nyirol,Nyirol,Jonglei,Jonglei,222,24,,,,,
2019-10-01,Pibor,Pibor,Jonglei,Jonglei,354,0,,,,,
2019-10-01,Pochalla,Pochalla,Jonglei,Jonglei,75,0,,,,,
2019-10-01,TwicEast,Twic East,Jonglei,Jonglei,222,28,,,,,
2019-10-01,Uror,Uror,Jonglei,Jonglei,212,29,,,,,
2019-10-01,Awerial,Awerial,Lakes,Lakes,199,81,,,,,
2019-10-01,Cueibet,Cueibet,Lakes,Lakes,386,0,,,,,
2019-10-01,RumbekCentre,Rumbek Centre,Lakes,Lakes,367,0,,,,,
2019-10-01,RumbekEast,Rumbek East,Lakes,Lakes,384,0,,,,,
2019-10-01,RumbekNorth,Rumbek North,Lakes,Lakes,114,0,,,,,
2019-10-01,Wulu,Wulu,Lakes,Lakes,137,0,,,,,
2019-10-01,YirolEast,Yirol East,Lakes,Lakes,367,75,,,,,
2019-10-01,YirolWest,Yirol West,Lakes,Lakes,359,69,,,,,
2019-10-01,AweilCentre,Aweil Centre,NorthernBahrelGhazal,Northern Bahr el Ghazal,217,48,,,,,
2019-10-01,AweilEast,Aweil East,NorthernBahrelGhazal,Northern Bahr el Ghazal,714,100,,,,,
2019-10-01,AweilNorth,Aweil North,NorthernBahrelGhazal,Northern Bahr el Ghazal,352,85,,,,,
2019-10-01,AweilSouth,Aweil South,NorthernBahrelGhazal,Northern Bahr el Ghazal,316,50,,,,,
2019-10-01,AweilWest,Aweil West,NorthernBahrelGhazal,Northern Bahr el Ghazal,370,57,,,,,
2019-10-01,Abiemnhom,Abiemnhom,Unity,Unity,23,12,,,,,
2019-10-01,Guit,Guit,Unity,Unity,194,32,,,,,
2019-10-01,Koch,Koch,Unity,Unity,437,21,,,,,
2019-10-01,Leer,Leer,Unity,Unity,346,50,,,,,
2019-10-01,Mayendit,Mayendit,Unity,Unity,366,52,,,,,
2019-10-01,Mayom,Mayom,Unity,Unity,163,11,,,,,
2019-10-01,Panyijiar,Panyijiar,Unity,Unity,479,70,,,,,
2019-10-01,Pariang,Pariang,Unity,Unity,177,66,,,,,
2019-10-01,Rubkona,Rubkona,Unity,Unity,289,48,,,,,
2019-10-01,Baliet,Baliet,UpperNile,Upper Nile,130,18,,,,,
2019-10-01,Fashoda,Fashoda,UpperNile,Upper Nile,199,40,,,,,
2019-10-01,Longochuk,Longochuk,UpperNile,Upper Nile,101,0,,,,,
2019-10-01,LuakpinyNasir,Luakpiny/Nasir,UpperNile,Upper Nile,155,26,,,,,
2019-10-01,Maban,Maban,UpperNile,Upper Nile,122,16,,,,,
2019-10-01,Maiwut,Maiwut,UpperNile,Upper Nile,82,0,,,,,
2019-10-01,Malakal,Malakal,UpperNile,Upper Nile,121,27,,,,,
2019-10-01,Manyo,Manyo,UpperNile,Upper Nile,81,11,,,,,
2019-10-01,Melut,Melut,UpperNile,Upper Nile,219,29,,,,,
2019-10-01,Panyikang,Panyikang,UpperNile,Upper Nile,98,21,,,,,
2019-10-01,Renk,Renk,UpperNile,Upper Nile,287,49,,,,,
2019-10-01,Ulang,Ulang,UpperNile,Upper Nile,139,29,,,,,
2019-10-01,GogrialEast,Gogrial East,Warrap,Warrap,242,20,,,,,
2019-10-01,GogrialWest,Gogrial West,Warrap,Warrap,350,31,,,,,
2019-10-01,TonjEast,Tonj East,Warrap,Warrap,73,12,,,,,
2019-10-01,TonjNorth,Tonj North,Warrap,Warrap,378,43,,,,,
2019-10-01,TonjSouth,Tonj South,Warrap,Warrap,91,15,,,,,
2019-10-01,Twic,Twic,Warrap,Warrap,344,34,,,,,
2019-10-01,JurRiver,Jur River,WesternBahrelGhazal,Western Bahr el Ghazal,812,78,,,,,
2019-10-01,Raja,Raja,WesternBahrelGhazal,Western Bahr el Ghazal,345,45,,,,,
2019-10-01,Wau,Wau,WesternBahrelGhazal,Western Bahr el Ghazal,345,64,,,,,
2019-10-01,Ezo,Ezo,WesternEquatoria,Western Equatoria,139,21,,,,,
2019-10-01,Ibba,Ibba,WesternEquatoria,Western Equatoria,89,20,,,,,
2019-10-01,Maridi,Maridi,WesternEquatoria,Western Equatoria,215,23,,,,,
2019-10-01,MundriEast,Mundri East,WesternEquatoria,Western Equatoria,121,24,,,,,
2019-10-01,MundriWest,Mundri West,WesternEquatoria,Western Equatoria,163,26,,,,,
2019-10-01,Mvolo,Mvolo,WesternEquatoria,Western Equatoria,145,25,,,,,
2019-10-01,Nagero,Nagero,WesternEquatoria,Western Equatoria,46,4,,,,,
2019-10-01,Nzara,Nzara,WesternEquatoria,Western Equatoria,144,16,,,,,
2019-10-01,Tambura,Tambura,WesternEquatoria,Western Equatoria,168,14,,,,,
2019-10-01,Yambio,Yambio,WesternEquatoria,Western Equatoria,215,24,,,,,
2019-09-01,Juba,Juba,CentralEquatoria,Central Equatoria,425,30,,,,,
2019-09-01,Kajo_keji,Kajo-keji,CentralEquatoria,Central Equatoria,269,16,,,,,
2019-09-01,Lainya,Lainya,CentralEquatoria,Central Equatoria,217,1,,,,,
2019-09-01,Morobo,Morobo,CentralEquatoria,Central Equatoria,137,0,,,,,
2019-09-01,Terekeka,Terekeka,CentralEquatoria,Central Equatoria,371,24,,,,,
2019-09-01,Yei,Yei,CentralEquatoria,Central Equatoria,254,13,,,,,
2019-09-01,Budi,Budi,EasternEquatoria,Eastern Equatoria,224,16,,,,,
2019-09-01,Ikotos,Ikotos,EasternEquatoria,Eastern Equatoria,231,0,,,,,
2019-09-01,KapoetaEast,Kapoeta East,EasternEquatoria,Eastern Equatoria,519,58,,,,,
2019-09-01,KapoetaNorth,Kapoeta North,EasternEquatoria,Eastern Equatoria,167,16,,,,,
2019-09-01,KapoetaSouth,Kapoeta South,EasternEquatoria,Eastern Equatoria,73,9,,,,,
2019-09-01,Lafon,Lafon,EasternEquatoria,Eastern Equatoria,99,0,,,,,
2019-09-01,Magwi,Magwi,EasternEquatoria,Eastern Equatoria,133,7,,,,,
2019-09-01,Torit,Torit,EasternEquatoria,Eastern Equatoria,242,19,,,,,
2019-09-01,Akobo,Akobo,Jonglei,Jonglei,186,47,,,,,
2019-09-01,Ayod,Ayod,Jonglei,Jonglei,274,47,,,,,
2019-09-01,BorSouth,Bor South,Jonglei,Jonglei,420,63,,,,,
2019-09-01,CanalPigi,Canal/Pigi,Jonglei,Jonglei,128,25,,,,,
2019-09-01,Duk,Duk,Jonglei,Jonglei,126,27,,,,,
2019-09-01,Fangak,Fangak,Jonglei,Jonglei,218,42,,,,,
2019-09-01,Nyirol,Nyirol,Jonglei,Jonglei,222,24,,,,,
2019-09-01,Pibor,Pibor,Jonglei,Jonglei,354,0,,,,,
2019-09-01,Pochalla,Pochalla,Jonglei,Jonglei,75,0,,,,,
2019-09-01,TwicEast,Twic East,Jonglei,Jonglei,222,33,,,,,
2019-09-01,Uror,Uror,Jonglei,Jonglei,212,25,,,,,
2019-09-01,Awerial,Awerial,Lakes,Lakes,196,47,,,,,
2019-09-01,Cueibet,Cueibet,Lakes,Lakes,386,0,,,,,
2019-09-01,RumbekCentre,Rumbek Centre,Lakes,Lakes,367,0,,,,,
2019-09-01,RumbekEast,Rumbek East,Lakes,Lakes,384,0,,,,,
2019-09-01,RumbekNorth,Rumbek North,Lakes,Lakes,114,0,,,,,
2019-09-01,Wulu,Wulu,Lakes,Lakes,137,0,,,,,
2019-09-01,YirolEast,Yirol East,Lakes,Lakes,367,47,,,,,
2019-09-01,YirolWest,Yirol West,Lakes,Lakes,359,46,,,,,
2019-09-01,AweilCentre,Aweil Centre,NorthernBahrelGhazal,Northern Bahr el Ghazal,217,47,,,,,
2019-09-01,AweilEast,Aweil East,NorthernBahrelGhazal,Northern Bahr el Ghazal,714,74,,,,,
2019-09-01,AweilNorth,Aweil North,NorthernBahrelGhazal,Northern Bahr el Ghazal,352,63,,,,,
2019-09-01,AweilSouth,Aweil South,NorthernBahrelGhazal,Northern Bahr el Ghazal,316,35,,,,,
2019-09-01,AweilWest,Aweil West,NorthernBahrelGhazal,Northern Bahr el Ghazal,370,53,,,,,
2019-09-01,Abiemnhom,Abiemnhom,Unity,Unity,23,11,,,,,
2019-09-01,Guit,Guit,Unity,Unity,194,24,,,,,
2019-09-01,Koch,Koch,Unity,Unity,437,29,,,,,
2019-09-01,Leer,Leer,Unity,Unity,345,60,,,,,
2019-09-01,Mayendit,Mayendit,Unity,Unity,366,45,,,,,
2019-09-01,Mayom,Mayom,Unity,Unity,163,13,,,,,
2019-09-01,Panyijiar,Panyijiar,Unity,Unity,479,82,,,,,
2019-09-01,Pariang,Pariang,Unity,Unity,177,60,,,,,
2019-09-01,Rubkona,Rubkona,Unity,Unity,289,45,,,,,
2019-09-01,Baliet,Baliet,UpperNile,Upper Nile,129,21,,,,,
2019-09-01,Fashoda,Fashoda,UpperNile,Upper Nile,199,40,,,,,
2019-09-01,Longochuk,Longochuk,UpperNile,Upper Nile,101,0,,,,,
2019-09-01,LuakpinyNasir,Luakpiny/Nasir,UpperNile,Upper Nile,154,27,,,,,
2019-09-01,Maban,Maban,UpperNile,Upper Nile,122,13,,,,,
2019-09-01,Maiwut,Maiwut,UpperNile,Upper Nile,82,0,,,,,
2019-09-01,Malakal,Malakal,UpperNile,Upper Nile,120,23,,,,,
2019-09-01,Manyo,Manyo,UpperNile,Upper Nile,80,12,,,,,
2019-09-01,Melut,Melut,UpperNile,Upper Nile,219,33,,,,,
2019-09-01,Panyikang,Panyikang,UpperNile,Upper Nile,98,20,,,,,
2019-09-01,Renk,Renk,UpperNile,Upper Nile,287,45,,,,,
2019-09-01,Ulang,Ulang,UpperNile,Upper Nile,138,28,,,,,
2019-09-01,GogrialEast,Gogrial East,Warrap,Warrap,242,24,,,,,
2019-09-01,GogrialWest,Gogrial West,Warrap,Warrap,350,34,,,,,
2019-09-01,TonjEast,Tonj East,Warrap,Warrap,73,12,,,,,
2019-09-01,TonjNorth,Tonj North,Warrap,Warrap,378,36,,,,,
2019-09-01,TonjSouth,Tonj South,Warrap,Warrap,91,18,,,,,
2019-09-01,Twic,Twic,Warrap,Warrap,344,36,,,,,
2019-09-01,JurRiver,Jur River,WesternBahrelGhazal,Western Bahr el Ghazal,812,61,,,,,
2019-09-01,Raja,Raja,WesternBahrelGhazal,Western Bahr el Ghazal,345,45,,,,,
2019-09-01,Wau,Wau,WesternBahrelGhazal,Western Bahr el Ghazal,345,49,,,,,
2019-09-01,Ezo,Ezo,WesternEquatoria,Western Equatoria,139,13,,,,,
2019-09-01,Ibba,Ibba,WesternEquatoria,Western Equatoria,89,15,,,,,
2019-09-01,Maridi,Maridi,WesternEquatoria,Western Equatoria,215,21,,,,,
2019-09-01,MundriEast,Mundri East,WesternEquatoria,Western Equatoria,121,16,,,,,
2019-09-01,MundriWest,Mundri West,WesternEquatoria,Western Equatoria,163,16,,,,,
2019-09-01,Mvolo,Mvolo,WesternEquatoria,Western Equatoria,145,14,,,,,
2019-09-01,Nagero,Nagero,WesternEquatoria,Western Equatoria,46,5,,,,,
2019-09-01,Nzara,Nzara,WesternEquatoria,Western Equatoria,144,18,,,,,
2019-09-01,Tambura,Tambura,WesternEquatoria,Western Equatoria,168,15,,,,,
2019-09-01,Yambio,Yambio,WesternEquatoria,Western Equatoria,215,23,,,,,
2019-08-01,Juba,Juba,CentralEquatoria,Central Equatoria,425,31,,,,,
2019-08-01,Kajo_keji,Kajo-keji,CentralEquatoria,Central Equatoria,268,15,,,,,
2019-08-01,Lainya,Lainya,CentralEquatoria,Central Equatoria,217,0,,,,,
2019-08-01,Morobo,Morobo,CentralEquatoria,Central Equatoria,137,1,,,,,
2019-08-01,Terekeka,Terekeka,CentralEquatoria,Central Equatoria,371,23,,,,,
2019-08-01,Yei,Yei,CentralEquatoria,Central Equatoria,254,19,,,,,
2019-08-01,Budi,Budi,EasternEquatoria,Eastern Equatoria,220,16,,,,,
2019-08-01,Ikotos,Ikotos,EasternEquatoria,Eastern Equatoria,231,0,,,,,
2019-08-01,KapoetaEast,Kapoeta East,EasternEquatoria,Eastern Equatoria,511,41,,,,,
2019-08-01,KapoetaNorth,Kapoeta North,EasternEquatoria,Eastern Equatoria,164,16,,,,,
2019-08-01,KapoetaSouth,Kapoeta South,EasternEquatoria,Eastern Equatoria,70,8,,,,,
2019-08-01,Lafon,Lafon,EasternEquatoria,Eastern Equatoria,99,1,,,,,
2019-08-01,Magwi,Magwi,EasternEquatoria,Eastern Equatoria,133,8,,,,,
2019-08-01,Torit,Torit,EasternEquatoria,Eastern Equatoria,242,22,,,,,
2019-08-01,Akobo,Akobo,Jonglei,Jonglei,186,40,,,,,
2019-08-01,Ayod,Ayod,Jonglei,Jonglei,274,41,,,,,
2019-08-01,BorSouth,Bor South,Jonglei,Jonglei,420,48,,,,,
2019-08-01,CanalPigi,Canal/Pigi,Jonglei,Jonglei,128,16,,,,,
2019-08-01,Duk,Duk,Jonglei,Jonglei,126,21,,,,,
2019-08-01,Fangak,Fangak,Jonglei,Jonglei,218,42,,,,,
2019-08-01,Nyirol,Nyirol,Jonglei,Jonglei,222,25,,,,,
2019-08-01,Pibor,Pibor,Jonglei,Jonglei,354,0,,,,,
2019-08-01,Pochalla,Pochalla,Jonglei,Jonglei,75,0,,,,,
2019-08-01,TwicEast,Twic East,Jonglei,Jonglei,222,31,,,,,
2019-08-01,Uror,Uror,Jonglei,Jonglei,212,27,,,,,
2019-08-01,Awerial,Awerial,Lakes,Lakes,196,46,,,,,
2019-08-01,Cueibet,Cueibet,Lakes,Lakes,386,2,,,,,
2019-08-01,RumbekCentre,Rumbek Centre,Lakes,Lakes,367,6,,,,,
2019-08-01,RumbekEast,Rumbek East,Lakes,Lakes,384,10,,,,,
2019-08-01,RumbekNorth,Rumbek North,Lakes,Lakes,114,6,,,,,
2019-08-01,Wulu,Wulu,Lakes,Lakes,137,7,,,,,
2019-08-01,YirolEast,Yirol East,Lakes,Lakes,367,49,,,,,
2019-08-01,YirolWest,Yirol West,Lakes,Lakes,359,45,,,,,
2019-08-01,AweilCentre,Aweil Centre,NorthernBahrelGhazal,Northern Bahr el Ghazal,217,41,,,,,
2019-08-01,AweilEast,Aweil East,NorthernBahrelGhazal,Northern Bahr el Ghazal,714,71,,,,,
2019-08-01,AweilNorth,Aweil North,NorthernBahrelGhazal,Northern Bahr el Ghazal,352,66,,,,,
2019-08-01,AweilSouth,Aweil South,NorthernBahrelGhazal,Northern Bahr el Ghazal,316,40,,,,,
2019-08-01,AweilWest,Aweil West,NorthernBahrelGhazal,Northern Bahr el Ghazal,370,48,,,,,
2019-08-01,Abiemnhom,Abiemnhom,Unity,Unity,23,15,,,,,
2019-08-01,Guit,Guit,Unity,Unity,194,31,,,,,
2019-08-01,Koch,Koch,Unity,Unity,437,32,,,,,
2019-08-01,Leer,Leer,Unity,Unity,345,54,,,,,
2019-08-01,Mayendit,Mayendit,Unity,Unity,366,41,,,,,
2019-08-01,Mayom,Mayom,Unity,Unity,163,17,,,,,
2019-08-01,Panyijiar,Panyijiar,Unity,Unity,479,48,,,,,
2019-08-01,Pariang,Pariang,Unity,Unity,177,53,,,,,
2019-08-01,Rubkona,Rubkona,Unity,Unity,289,42,,,,,
2019-08-01,Baliet,Baliet,UpperNile,Upper Nile,128,24,,,,,
2019-08-01,Fashoda,Fashoda,UpperNile,Upper Nile,199,33,,,,,
2019-08-01,Longochuk,Longochuk,UpperNile,Upper Nile,101,0,,,,,
2019-08-01,LuakpinyNasir,Luakpiny/Nasir,UpperNile,Upper Nile,154,24,,,,,
2019-08-01,Maban,Maban,UpperNile,Upper Nile,122,12,,,,,
2019-08-01,Maiwut,Maiwut,UpperNile,Upper Nile,82,0,,,,,
2019-08-01,Malakal,Malakal,UpperNile,Upper Nile,120,23,,,,,
2019-08-01,Manyo,Manyo,UpperNile,Upper Nile,79,13,,,,,
2019-08-01,Melut,Melut,UpperNile,Upper Nile,218,33,,,,,
2019-08-01,Panyikang,Panyikang,UpperNile,Upper Nile,98,17,,,,,
2019-08-01,Renk,Renk,UpperNile,Upper Nile,286,47,,,,,
2019-08-01,Ulang,Ulang,UpperNile,Upper Nile,138,23,,,,,
2019-08-01,GogrialEast,Gogrial East,Warrap,Warrap,242,19,,,,,
2019-08-01,GogrialWest,Gogrial West,Warrap,Warrap,350,27,,,,,
2019-08-01,TonjEast,Tonj East,Warrap,Warrap,73,11,,,,,
2019-08-01,TonjNorth,Tonj North,Warrap,Warrap,378,29,,,,,
2019-08-01,TonjSouth,Tonj South,Warrap,Warrap,91,10,,,,,
2019-08-01,Twic,Twic,Warrap,Warrap,343,31,,,,,
2019-08-01,JurRiver,Jur River,WesternBahrelGhazal,Western Bahr el Ghazal,812,56,,,,,
2019-08-01,Raja,Raja,WesternBahrelGhazal,Western Bahr el Ghazal,345,38,,,,,
2019-08-01,Wau,Wau,WesternBahrelGhazal,Western Bahr el Ghazal,345,56,,,,,
2019-08-01,Ezo,Ezo,WesternEquatoria,Western Equatoria,139,15,,,,,
2019-08-01,Ibba,Ibba,WesternEquatoria,Western Equatoria,89,21,,,,,
2019-08-01,Maridi,Maridi,WesternEquatoria,Western Equatoria,215,25,,,,,
2019-08-01,MundriEast,Mundri East,WesternEquatoria,Western Equatoria,121,19,,,,,
2019-08-01,MundriWest,Mundri West,WesternEquatoria,Western Equatoria,163,17,,,,,
2019-08-01,Mvolo,Mvolo,WesternEquatoria,Western Equatoria,145,14,,,,,
2019-08-01,Nagero,Nagero,WesternEquatoria,Western Equatoria,46,4,,,,,
2019-08-01,Nzara,Nzara,WesternEquatoria,Western Equatoria,144,15,,,,,
2019-08-01,Tambura,Tambura,WesternEquatoria,Western Equatoria,168,16,,,,,
2019-08-01,Yambio,Yambio,WesternEquatoria,Western Equatoria,215,20,,,,,
2019-07-01,Juba,Juba,CentralEquatoria,Central Equatoria,424,27,,,,,
2019-07-01,Kajo_keji,Kajo-keji,CentralEquatoria,Central Equatoria,268,16,,,,,
2019-07-01,Lainya,Lainya,CentralEquatoria,Central Equatoria,217,0,,,,,
2019-07-01,Morobo,Morobo,CentralEquatoria,Central Equatoria,137,0,,,,,
2019-07-01,Terekeka,Terekeka,CentralEquatoria,Central Equatoria,371,26,,,,,
2019-07-01,Yei,Yei,CentralEquatoria,Central Equatoria,254,20,,,,,
2019-07-01,Budi,Budi,EasternEquatoria,Eastern Equatoria,220,11,,,,,
2019-07-01,Ikotos,Ikotos,EasternEquatoria,Eastern Equatoria,231,1,,,,,
2019-07-01,KapoetaEast,Kapoeta East,EasternEquatoria,Eastern Equatoria,507,28,,,,,
2019-07-01,KapoetaNorth,Kapoeta North,EasternEquatoria,Eastern Equatoria,157,8,,,,,
2019-07-01,KapoetaSouth,Kapoeta South,EasternEquatoria,Eastern Equatoria,69,6,,,,,
2019-07-01,Lafon,Lafon,EasternEquatoria,Eastern Equatoria,99,1,,,,,
2019-07-01,Magwi,Magwi,EasternEquatoria,Eastern Equatoria,133,7,,,,,
2019-07-01,Torit,Torit,EasternEquatoria,Eastern Equatoria,242,15,,,,,
2019-07-01,Akobo,Akobo,Jonglei,Jonglei,186,38,,,,,
2019-07-01,Ayod,Ayod,Jonglei,Jonglei,274,44,,,,,
2019-07-01,BorSouth,Bor South,Jonglei,Jonglei,420,49,,,,,
2019-07-01,CanalPigi,Canal/Pigi,Jonglei,Jonglei,128,23,,,,,
2019-07-01,Duk,Duk,Jonglei,Jonglei,126,15,,,,,
2019-07-01,Fangak,Fangak,Jonglei,Jonglei,218,39,,,,,
2019-07-01,Nyirol,Nyirol,Jonglei,Jonglei,222,16,,,,,
2019-07-01,Pibor,Pibor,Jonglei,Jonglei,354,0,,,,,
2019-07-01,Pochalla,Pochalla,Jonglei,Jonglei,75,0,,,,,
2019-07-01,TwicEast,Twic East,Jonglei,Jonglei,222,22,,,,,
2019-07-01,Uror,Uror,Jonglei,Jonglei,212,19,,,,,
2019-07-01,Awerial,Awerial,Lakes,Lakes,195,50,,,,,
2019-07-01,Cueibet,Cueibet,Lakes,Lakes,386,0,,,,,
2019-07-01,RumbekCentre,Rumbek Centre,Lakes,Lakes,366,0,,,,,
2019-07-01,RumbekEast,Rumbek East,Lakes,Lakes,383,0,,,,,
2019-07-01,RumbekNorth,Rumbek North,Lakes,Lakes,114,0,,,,,
2019-07-01,Wulu,Wulu,Lakes,Lakes,136,0,,,,,
2019-07-01,YirolEast,Yirol East,Lakes,Lakes,367,60,,,,,
2019-07-01,YirolWest,Yirol West,Lakes,Lakes,359,49,,,,,
2019-07-01,AweilCentre,Aweil Centre,NorthernBahrelGhazal,Northern Bahr el Ghazal,217,64,,,,,
2019-07-01,AweilEast,Aweil East,NorthernBahrelGhazal,Northern Bahr el Ghazal,713,86,,,,,
2019-07-01,AweilNorth,Aweil North,NorthernBahrelGhazal,Northern Bahr el Ghazal,352,68,,,,,
2019-07-01,AweilSouth,Aweil South,NorthernBahrelGhazal,Northern Bahr el Ghazal,316,40,,,,,
2019-07-01,AweilWest,Aweil West,NorthernBahrelGhazal,Northern Bahr el Ghazal,370,47,,,,,
2019-07-01,Abiemnhom,Abiemnhom,Unity,Unity,23,13,,,,,
2019-07-01,Guit,Guit,Unity,Unity,192,22,,,,,
2019-07-01,Koch,Koch,Unity,Unity,437,32,,,,,
2019-07-01,Leer,Leer,Unity,Unity,345,47,,,,,
2019-07-01,Mayendit,Mayendit,Unity,Unity,366,43,,,,,
2019-07-01,Mayom,Mayom,Unity,Unity,163,13,,,,,
2019-07-01,Panyijiar,Panyijiar,Unity,Unity,479,43,,,,,
2019-07-01,Pariang,Pariang,Unity,Unity,177,53,,,,,
2019-07-01,Rubkona,Rubkona,Unity,Unity,289,34,,,,,
2019-07-01,Baliet,Baliet,UpperNile,Upper Nile,128,20,,,,,
2019-07-01,Fashoda,Fashoda,UpperNile,Upper Nile,199,31,,,,,
2019-07-01,Longochuk,Longochuk,UpperNile,Upper Nile,101,0,,,,,
2019-07-01,LuakpinyNasir,Luakpiny/Nasir,UpperNile,Upper Nile,154,20,,,,,
2019-07-01,Maban,Maban,UpperNile,Upper Nile,122,20,,,,,
2019-07-01,Maiwut,Maiwut,UpperNile,Upper Nile,82,0,,,,,
2019-07-01,Malakal,Malakal,UpperNile,Upper Nile,120,29,,,,,
2019-07-01,Manyo,Manyo,UpperNile,Upper Nile,78,12,,,,,
2019-07-01,Melut,Melut,UpperNile,Upper Nile,216,38,,,,,
2019-07-01,Panyikang,Panyikang,UpperNile,Upper Nile,98,19,,,,,
2019-07-01,Renk,Renk,UpperNile,Upper Nile,283,52,,,,,
2019-07-01,Ulang,Ulang,UpperNile,Upper Nile,138,22,,,,,
2019-07-01,GogrialEast,Gogrial East,Warrap,Warrap,241,21,,,,,
2019-07-01,GogrialWest,Gogrial West,Warrap,Warrap,350,24,,,,,
2019-07-01,TonjEast,Tonj East,Warrap,Warrap,73,10,,,,,
2019-07-01,TonjNorth,Tonj North,Warrap,Warrap,378,32,,,,,
2019-07-01,TonjSouth,Tonj South,Warrap,Warrap,91,12,,,,,
2019-07-01,Twic,Twic,Warrap,Warrap,340,42,,,,,
2019-07-01,JurRiver,Jur River,WesternBahrelGhazal,Western Bahr el Ghazal,812,65,,,,,
2019-07-01,Raja,Raja,WesternBahrelGhazal,Western Bahr el Ghazal,345,32,,,,,
2019-07-01,Wau,Wau,WesternBahrelGhazal,Western Bahr el Ghazal,345,48,,,,,
2019-07-01,Ezo,Ezo,WesternEquatoria,Western Equatoria,139,14,,,,,
2019-07-01,Ibba,Ibba,WesternEquatoria,Western Equatoria,89,12,,,,,
2019-07-01,Maridi,Maridi,WesternEquatoria,Western Equatoria,215,11,,,,,
2019-07-01,MundriEast,Mundri East,WesternEquatoria,Western Equatoria,121,17,,,,,
2019-07-01,MundriWest,Mundri West,WesternEquatoria,Western Equatoria,163,16,,,,,
2019-07-01,Mvolo,Mvolo,WesternEquatoria,Western Equatoria,145,14,,,,,
2019-07-01,Nagero,Nagero,WesternEquatoria,Western Equatoria,46,7,,,,,
2019-07-01,Nzara,Nzara,WesternEquatoria,Western Equatoria,144,18,,,,,
2019-07-01,Tambura,Tambura,WesternEquatoria,Western Equatoria,168,17,,,,,
2019-07-01,Yambio,Yambio,WesternEquatoria,Western Equatoria,215,21,,,,,
2019-06-01,Juba,Juba,CentralEquatoria,Central Equatoria,424,23,,,,,
2019-06-01,Kajo_keji,Kajo-keji,CentralEquatoria,Central Equatoria,266,3,,,,,
2019-06-01,Lainya,Lainya,CentralEquatoria,Central Equatoria,217,0,,,,,
2019-06-01,Morobo,Morobo,CentralEquatoria,Central Equatoria,137,0,,,,,
2019-06-01,Terekeka,Terekeka,CentralEquatoria,Central Equatoria,370,32,,,,,
2019-06-01,Yei,Yei,CentralEquatoria,Central Equatoria,254,15,,,,,
2019-06-01,Budi,Budi,EasternEquatoria,Eastern Equatoria,220,14,,,,,
2019-06-01,Ikotos,Ikotos,EasternEquatoria,Eastern Equatoria,231,0,,,,,
2019-06-01,KapoetaEast,Kapoeta East,EasternEquatoria,Eastern Equatoria,502,31,,,,,
2019-06-01,KapoetaNorth,Kapoeta North,EasternEquatoria,Eastern Equatoria,157,11,,,,,
2019-06-01,KapoetaSouth,Kapoeta South,EasternEquatoria,Eastern Equatoria,69,5,,,,,
2019-06-01,Lafon,Lafon,EasternEquatoria,Eastern Equatoria,98,0,,,,,
2019-06-01,Magwi,Magwi,EasternEquatoria,Eastern Equatoria,133,9,,,,,
2019-06-01,Torit,Torit,EasternEquatoria,Eastern Equatoria,242,22,,,,,
2019-06-01,Akobo,Akobo,Jonglei,Jonglei,186,42,,,,,
2019-06-01,Ayod,Ayod,Jonglei,Jonglei,274,45,,,,,
2019-06-01,BorSouth,Bor South,Jonglei,Jonglei,420,52,,,,,
2019-06-01,CanalPigi,Canal/Pigi,Jonglei,Jonglei,128,25,,,,,
2019-06-01,Duk,Duk,Jonglei,Jonglei,126,15,,,,,
2019-06-01,Fangak,Fangak,Jonglei,Jonglei,218,42,,,,,
2019-06-01,Nyirol,Nyirol,Jonglei,Jonglei,222,17,,,,,
2019-06-01,Pibor,Pibor,Jonglei,Jonglei,354,0,,,,,
2019-06-01,Pochalla,Pochalla,Jonglei,Jonglei,75,0,,,,,
2019-06-01,TwicEast,Twic East,Jonglei,Jonglei,222,29,,,,,
2019-06-01,Uror,Uror,Jonglei,Jonglei,212,18,,,,,
2019-06-01,Awerial,Awerial,Lakes,Lakes,195,42,,,,,
2019-06-01,Cueibet,Cueibet,Lakes,Lakes,386,0,,,,,
2019-06-01,RumbekCentre,Rumbek Centre,Lakes,Lakes,366,0,,,,,
2019-06-01,RumbekEast,Rumbek East,Lakes,Lakes,383,0,,,,,
2019-06-01,RumbekNorth,Rumbek North,Lakes,Lakes,114,0,,,,,
2019-06-01,Wulu,Wulu,Lakes,Lakes,136,0,,,,,
2019-06-01,YirolEast,Yirol East,Lakes,Lakes,367,51,,,,,
2019-06-01,YirolWest,Yirol West,Lakes,Lakes,359,47,,,,,
2019-06-01,AweilCentre,Aweil Centre,NorthernBahrelGhazal,Northern Bahr el Ghazal,216,26,,,,,
2019-06-01,AweilEast,Aweil East,NorthernBahrelGhazal,Northern Bahr el Ghazal,713,49,,,,,
2019-06-01,AweilNorth,Aweil North,NorthernBahrelGhazal,Northern Bahr el Ghazal,351,40,,,,,
