"","NAME","NAMEJOIN","NAMECOUNTY","COUNTYJOIN","DATE","DATA_SOURC","IMG_VERIFD","X","Y","INDEX","P_CODE","ALT_NAME1","ALT_NAME2","ALT_NAME3","ALT_NAME4","STATEJOIN","PAYAM","BOMA","FUNC_CLASS","CONF_SCORE","SRC_VERIFD","SRC_V_REM"
"1","Choroi","Choroi","ChoroiKapoetaNorth","KapoetaNorth",2019-04-01,"AOK",NA,33.55417,4.89081,18727,"","","","","","EasternEquatoria","Chumakori","",6,30,0,""
"2","Dakatuan","Dakatuan","DakatuanAwerial","Awerial",2019-04-01,"AOK",NA,31.62312,5.8796,18726,"","","","","","Lakes","Puluk","",6,30,0,""
"3","Ayila","Ayila","AyilaAwerial","Awerial",2019-04-01,"AOK",NA,31.29934,6.06395,18723,"","","","","","Lakes","Dor","",6,30,0,""
"4","Ruar","Ruar","RuarAwerial","Awerial",2019-04-01,"AOK",NA,31.22136,6.19792,18724,"","","","","","Lakes","Alel I","",6,30,0,""
"5","Kaap","Kaap","KaapYirolEast","YirolEast",2019-04-01,"AOK",NA,30.46911,6.75462,18725,"","","","","","Lakes","Pagarau","",6,30,0,""
"6","Adodi","Adodi","AdodiJuba","Juba",NA,"OCHA COD, NBS Central Equatoria",1,31.63075,4.81441,10487,"BW-0371","","","","","CentralEquatoria","Rejaf","Gumbo",6,20,0,"inside County"
"7","Jaming","Jaming","JamingTerekeka","Terekeka",2018-08-02,"AOK",0,30.66523,6.03261,18510,"","","","","","CentralEquatoria","Tali","",6,30,0,""
"8","Block3","Block_3","Block_3BorSouth","BorSouth",2018-08-02,"AOK",0,31.57363,6.21469,18505,"","","","","","Jonglei","Bor","",8,30,0,""
"9","Block4","Block_4","Block_4BorSouth","BorSouth",2018-08-02,"AOK",0,31.58092,6.21643,18506,"","","","","","Jonglei","Bor","",8,30,0,""
"10","AkuotAyol","Akuot_Ayol","Akuot_AyolBorSouth","BorSouth",2018-08-02,"AOK",0,31.56943,6.22019,18508,"","","","","","Jonglei","Bor","",6,30,0,""
"11","Block6","Block_6","Block_6BorSouth","BorSouth",2018-08-02,"AOK",0,31.58159,6.22058,18500,"","","","","","Jonglei","Bor","",8,30,0,""
"12","RiverSirri","River_Sirri","River_SirriRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal",0,24.71667,9.38333,8454,"BA-0027","","","","","WesternBahrelGhazal","Ere","",6,20,1,""
"13","RiglDiofo","Rigl_Diofo","Rigl_DiofoRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,24.71667,9.46667,8460,"BA-0033","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"14","Block7","Block_7","Block_7BorSouth","BorSouth",2018-08-02,"AOK",0,31.57617,6.22545,18503,"","","","","","Jonglei","Bor","",8,30,0,""
"15","Block8","Block_8","Block_8BorSouth","BorSouth",2018-08-02,"AOK",0,31.58479,6.22559,18501,"","","","","","Jonglei","Bor","",8,30,0,""
"16","Block9","Block_9","Block_9BorSouth","BorSouth",2018-08-02,"AOK",0,31.58517,6.23384,18502,"","","","","","Jonglei","Bor","",8,30,0,""
"17","Block10","Block_10","Block_10BorSouth","BorSouth",2018-08-02,"AOK",0,31.57994,6.23545,18504,"","","","","","Jonglei","Bor","",8,30,0,""
"18","Kongdai","Kongdai","KongdaiBorSouth","BorSouth",2018-08-02,"AOK",0,31.57463,6.25009,18497,"","","","","","Jonglei","Bor","",6,30,0,""
"19","Payuiny","Payuiny","PayuinyBorSouth","BorSouth",2018-08-02,"AOK",0,31.56582,6.27581,18498,"","","","","","Jonglei","Bor","",6,30,0,""
"20","Ayibull","Ayibull","AyibullTonjNorth","TonjNorth",2018-08-02,"AOK",0,28.88352,7.87734,18518,"","","","","","Warrap","Kirik","",6,30,0,""
"21","Paluony","Paluony","PaluonyUror","Uror",2018-08-02,"AOK",0,31.52541,8.1006,18516,"","","","","","Jonglei","Ayod","",6,30,0,""
"22","Rubnor","Rubnor","RubnorMayendit","Mayendit",2018-08-02,"AOK",0,30.0832,8.44267,18511,"","","","","","Unity","Thaker","",6,30,0,""
"23","Custom","Custom","CustomRaja","Raja",2018-08-02,"AOK",0,25.69006,8.48062,18517,"","","","","","WesternBahrelGhazal","Raga","",6,30,0,""
"24","Reang","Reang","ReangKoch","Koch",2018-08-02,"AOK",0,30.10597,8.48937,18515,"","","","","","unity","Ngony","",6,30,0,""
"25","Wichbargatluakbol","Wichbargatluak_bol","Wichbargatluak_bolGuit","Guit",2018-08-02,"AOK",0,30.0467,9.19327,18512,"","","","","","Unity","Kedad","",6,30,0,""
"26","Gaaynen","Gaaynen","GaaynenGuit","Guit",2018-08-02,"AOK",0,30.02658,9.24718,18513,"","","","","","unity","Kedad","",6,30,0,""
"27","Wanglual","Wanglual","WanglualGuit","Guit",2018-08-02,"AOK",0,30.04844,9.27973,18514,"","","","","","unity","Niemni","",6,30,0,""
"28","AshabAlNil","Ashab_Al_Nil","Ashab_Al_NilPanyikang","Panyikang",2018-08-02,"AOK",0,31.58379,9.37619,18521,"","","","","","UpperNile","Panyidwoi","",6,30,0,""
"29","Gerger","Gerger","GergerRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal, UNMISS",0,25.06667,9.81667,8475,"BA-0039","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"30","ObaiAbojwok","Obai_Abojwok","Obai_AbojwokPanyikang","Panyikang",2018-08-02,"AOK",0,31.52489,9.38648,18523,"","","","","","UpperNile","Pakang","",6,30,0,""
"31","Pamath","Pamath","PamathMalakal","Malakal",2018-08-02,"AOK",0,31.63592,9.60984,18519,"","","","","","UpperNile","Lelo","",6,30,0,""
"32","Dithwag","Dithwag","DithwagFashoda","Fashoda",2018-08-02,"AOK",0,32.14451,9.93534,18524,"","","","","","UpperNile","Kodok","",6,30,0,""
"33","Ayii","Ayii","AyiiMagwi","Magwi",2019-01-03,"AOK",NA,32.32573,4.11726,18612,"","","","","","EasternEquatoria","Magwi","",6,30,0,""
"34","HaiNaduru","Hai_Naduru","Hai_NaduruYambio","Yambio",2019-01-03,"AOK",NA,28.39786,4.56044,18622,"","","","","","WesternEquatoria","Yambio Town","",6,30,0,""
"35","HaiMeliki","Hai_Meliki","Hai_MelikiNzara","Nzara",2019-01-03,"AOK",NA,28.24986,4.63183,18613,"","","","","","WesternEquatoria","Nzara Centre","",6,30,0,""
"36","HaiPolice","Hai_Police","Hai_PoliceNzara","Nzara",2019-01-03,"AOK",NA,28.25486,4.63746,18614,"","","","","","WesternEquatoria","Nzara Centre","",6,30,0,""
"37","SuguNadia","Sugu_Nadia","Sugu_NadiaNzara","Nzara",2019-01-03,"AOK",NA,28.24866,4.66484,18615,"","","","","","WesternEquatoria","Nzara Centre","",6,30,0,""
"38","HaiTarawa","Hai_Tarawa","Hai_TarawaIbba","Ibba",2019-01-03,"AOK",NA,29.16491,4.77903,18623,"","","","","","WesternEquatoria","Ibba Centre","",6,30,0,""
"39","Amadi","Amadi","AmadiJuba","Juba",NA,"OCHA COD, NBS Central Equatoria",1,31.47667,4.78352,10502,"BV-0602","","","","","CentralEquatoria","Northern Bari","Logo West",6,20,0,"inside County"
"40","Amara","Amara","AmaraJuba","Juba",NA,"OCHA COD, NBS Central Equatoria",1,31.22699,4.47575,10520,"BV-0626","","","","","CentralEquatoria","Ganji","Ganji",6,20,0,"inside County"
"41","Ritiri/Sabamile","Ritiri_Saba_mile","Ritiri_Saba_mileMaridi","Maridi",2019-01-03,"AOK",NA,29.45561,4.89634,18624,"","","","","","WesternEquatoria","Maridi","",6,30,0,""
"42","Thonakur","Thonakur","ThonakurAwerial","Awerial",2019-01-03,"AOK",NA,31.1897,6.11434,18618,"","","","","","Lakes","Dor","",6,30,0,""
"43","Cueiding","Cueiding","CueidingAwerial","Awerial",2019-01-03,"AOK",NA,31.1632,6.12516,18619,"","","","","","Lakes","Bun-agok","",6,30,0,""
"44","Mabiorthii","Mabior_thii","Mabior_thiiGogrialWest","GogrialWest",2019-01-03,"AOK",NA,28.01779,8.10497,18607,"","","","","","Warrap","Kuac South","",6,30,0,""
"45","Rom_Nyachom","Rom_Nyachom","Rom_NyachomLeer","Leer",2019-01-03,"AOK",NA,30.24821,8.19576,18610,"","","","","","Unity","Yang","",6,30,0,""
"46","Nyoany","Nyoany","NyoanyLeer","Leer",2019-01-03,"AOK",NA,30.12399,8.32393,18611,"","","","","","Unity","Juong Kang","",6,30,0,""
"47","Achot","Achot","AchotGogrialWest","GogrialWest",2019-01-03,"AOK",NA,28.18133,8.38029,18609,"","","","","","Warrap","Kuac North","",6,30,0,""
"48","Warageep","War_ageep","War_ageepGogrialWest","GogrialWest",2019-01-03,"AOK",NA,28.1769,8.38214,18606,"","","","","","Warrap","Kuac North","",6,30,0,""
"49","ElAguz","El_Aguz","El_AguzRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.06667,9.88333,8477,"BA-0040","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"50","Areng","Areng","ArengAweilEast","AweilEast",2019-01-03,"AOK",NA,27.72033,9.03353,18616,"","","","","","NorthernBahrelGhazal","Malual-bai","",6,30,0,""
"51","YarAchot","Yar_Achot","Yar_AchotAweilEast","AweilEast",2019-01-03,"AOK",NA,27.57525,9.10521,18621,"","","","","","NorthernBahrelGhazal","Baach","",6,30,0,""
"52","WarWedAyany","War_Wed_Ayany","War_Wed_AyanyAweilWest","AweilWest",2019-01-03,"AOK",NA,26.80141,9.11442,18620,"","","","","","NorthernBahrelGhazal","Ayat East","",6,30,0,""
"53","Umodhuman","Umodhuman","UmodhumanAweilEast","AweilEast",2019-01-03,"AOK",NA,27.58278,9.22423,18617,"","","","","","NorthernBahrelGhazal","Baach","",6,30,0,""
"54","HugeiratElKhadra","Hugeirat_El_Khadra","Hugeirat_El_KhadraRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",1,25.06667,10.21667,8484,"AR-0001","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"55","Aru","Aru","AruJuba","Juba",NA,"WFP",1,31.98294,4.36879,5169,"BW-0035","","","","","CentralEquatoria","Lokiliri","",5,10,0,""
"56","Atlabara","Atlabara","AtlabaraJuba","Juba",NA,"OCHA COD, NBS Central Equatoria",1,31.59849,4.83795,10548,"BW-0434","Atlabara 'A'","","","","CentralEquatoria","Kator","Atlabara",8,20,0,"inside County"
"57","Kartima","Kartima","KartimaBudi","Budi",2019-06-03,"AOK",NA,33.49307,4.23383,18823,"","","","","","EasternEquatoria","Komori","",6,30,0,""
"58","Konyokonyo","Konyokonyo","KonyokonyoBudi","Budi",2019-06-03,"AOK",NA,33.498,4.23466,18822,"","","","","","EasternEquatoria","Komori","",6,30,0,""
"59","Pagaak","Pagaak","PagaakTwic","Twic",2019-06-03,"AOK",NA,28.515504,9.1102,18820,"","","","","","Warrap","Aweeng","",6,30,0,""
"60","Rai","Rai","RaiTwic","Twic",2019-06-03,"AOK",NA,28.56833,9.18815,18819,"","","","","","Warrap","Aweeng","",6,30,0,""
"61","Amoth","Amoth","AmothTwic","Twic",2019-06-03,"AOK",NA,28.54778,9.19681,18821,"","","","","","Warrap","Aweeng","",6,30,0,""
"62","Juet","Juet","JuetTwic","Twic",2019-06-03,"AOK",NA,28.56001,9.2091,18818,"","","","","","Warrap","Aweeng","",6,30,0,""
"63","Chibar-agoou","Chibar_agoou","Chibar_agoouTwic","Twic",2019-01-04,"AOK",NA,28.36161,9.01,18634,"","","","","","Warrap","Turalei","",6,30,0,""
"64","MajokKuel","Majok_Kuel","Majok_KuelTwic","Twic",2019-01-04,"AOK",NA,28.39432,9.14253,18630,"","","","","","Warrap","Wunrok","",6,30,0,""
"65","Athony2","Athony_2","Athony_2Twic","Twic",2019-01-04,"AOK",NA,28.40647,9.31013,18632,"","","","","","Warrap","Wunrok","",6,30,0,""
"66","Arab","Arab","ArabRaja","Raja",NA,"WFP, NBS Western Bahr el Ghazal, UNMISS",0,25.42,9.03,8433,"BA-0012","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"67","Kimba","Kimba","KimbaMorobo","Morobo",2018-07-05,"AOK",0,30.80496,3.71777,18492,"","","","","","CentralEquatoria","Gulumbi","",6,30,0,""
"68","Kilikili","Kilikili","KilikiliMorobo","Morobo",2018-07-05,"AOK",0,30.8345,3.72375,18491,"","","","","","CentralEquatoria","Gulumbi","",6,30,0,""
"69","HaiGarageEmnaila","Hai_Garage_Emnaila","Hai_Garage_EmnailaYambio","Yambio",2018-07-05,"AOK",0,28.36101,4.57483,18494,"","","","","","WesternEquatoria","Yambio Town","",6,30,0,""
"70","Lonyongat","Lonyongat","LonyongatKapoetaSouth","KapoetaSouth",2018-07-05,"AOK",0,33.56291,4.70622,18474,"","","","","","EasternEquatoria","Machi One","",6,30,0,""
"71","FreedomSquare","Freedom_Square","Freedom_SquareKapoetaSouth","KapoetaSouth",2018-07-05,"AOK",0,33.59591,4.77619,18495,"","","","","","EasternEquatoria","Kapoeta Town","",6,30,0,""
"72","Kaikunyang","Kaikunyang","KaikunyangKapoetaSouth","KapoetaSouth",2018-07-05,"AOK",0,33.52069,4.79595,18476,"","","","","","EasternEquatoria","Machi Two","",6,30,0,""
"73","MusaDidi","Musa_Didi","Musa_DidiRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.42,9.11,8436,"BA-0015","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"74","Lotiyan","Lotiyan","LotiyanKapoetaSouth","KapoetaSouth",2018-07-05,"AOK",0,33.58681,4.87805,18475,"","","","","","EasternEquatoria","Paringa","",6,30,0,""
"75","Baden","Baden","BadenJuba","Juba",NA,"WFP",0,31.67474,4.51162,5201,"BW-0047","","","","","CentralEquatoria","Lobonok","",6,20,1,""
"76","Lowoyapuru","Lowoyapuru","LowoyapuruKapoetaEast","KapoetaEast",2018-07-05,"AOK",0,33.77755,5.11755,18489,"","","","","","EasternEquatoria","Mogos","",6,30,0,""
"77","Abuotbaai","Abuotbaai","AbuotbaaiAwerial","Awerial",2018-07-05,"AOK",0,31.05756,6.2879,18493,"","","","","","Lakes","Bun-agok","Abuotbaai",6,30,0,""
"78","Wath-Thok","Wath-Thok","Wath-ThokTonjSouth","TonjSouth",2018-07-05,"AOK",0,28.69542,7.26775,18480,"","","","","","Warrap","Tonj","",6,30,0,""
"79","Anyibull","Anyibull","AnyibullTonjSouth","TonjSouth",2018-07-05,"AOK",0,28.70228,7.38592,18482,"","","","","","Warrap","Tonj","",6,30,0,""
"80","WathAlel","Wath_Alel","Wath_AlelTonjSouth","TonjSouth",2018-07-05,"AOK",0,28.81862,7.52719,18479,"","","","","","Warrap","Thiet","",6,30,0,""
"81","LolAngol","Lol_Angol","Lol_AngolTonjSouth","TonjSouth",2018-07-05,"AOK",0,28.87043,7.589,18481,"","","","","","Warrap","Thiet","",6,30,0,""
"82","Monydeng","Monydeng","MonydengPanyijiar","Panyijiar",2018-07-05,"AOK",0,30.52078,7.70494,18448,"","","","","","Unity","Dongchak","",6,30,0,""
"83","Ngop1","Ngop","NgopPanyijiar","Panyijiar",2018-07-05,"AOK",0,30.24853,7.78853,18470,"","","","","","Unity","Nyal","",6,30,0,""
"84","Lepiny","Lepiny","LepinyPanyijiar","Panyijiar",2018-07-05,"AOK",0,30.18246,7.83984,18472,"","","","","","Unity","Mayom2","",6,30,0,""
"85","Payat","Payat","PayatPanyijiar","Panyijiar",2018-07-05,"AOK",0,30.17643,7.85877,18471,"","","","","","Unity","Mayom2","",6,30,0,""
"86","AjakLeer","Ajak_Leer","Ajak_LeerTonjNorth","TonjNorth",2018-07-05,"AOK",0,28.82602,7.86419,18486,"","","","","","Warrap","Kirik","",6,30,0,""
"87","Kairueh","Kairueh","KairuehPanyijiar","Panyijiar",2018-07-05,"AOK",0,30.30333,7.8671,18473,"","","","","","Unity","Nyal","",6,30,0,""
"88","Pajot","Pajot","PajotTonjEast","TonjEast",2018-07-05,"AOK",0,29.04243,7.89029,18477,"","","","","","Warrap","Ananatak","",6,30,0,""
"89","Leer","Leer","LeerTonjNorth","TonjNorth",2018-07-05,"AOK",0,28.81516,7.89517,18483,"","","","","","Warrap","Kirik","",6,30,0,""
"90","Anyem","Anyem","AnyemTonjNorth","TonjNorth",2018-07-05,"AOK",0,28.48544,7.93676,18485,"","","","","","Warrap","Manloor","",6,30,0,""
"91","Matar","Matar","MatarTonjEast","TonjEast",2018-07-05,"AOK",0,29.32317,7.98591,18478,"","","","","","Warrap","Paliang","",6,30,0,""
"92","Jibril","Jibril","JibrilRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.42,9.33,8448,"BA-0023","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"93","LoulMayen","Loul_Mayen","Loul_MayenTonjNorth","TonjNorth",2018-07-05,"AOK",0,29.16869,8.03244,18484,"","","","","","Warrap","Marial-lou","",6,30,0,""
"94","Panah","Panah","PanahAyod","Ayod",2018-07-05,"AOK",0,31.14459,8.14917,18455,"","","","","","Jonglei","Pajiek","",6,30,0,""
"95","Mariek","Mariek","MariekTonjNorth","TonjNorth",2018-07-05,"AOK",0,28.97013,8.16018,18487,"","","","","","Warrap","Rual-bet","",6,30,0,""
"96","Kuachtiek","Kuachtiek","KuachtiekAyod","Ayod",2018-07-05,"AOK",0,31.15053,8.22095,18454,"","","","","","Jonglei","Kuach-deng","",6,30,0,""
"97","Nyangpow","Nyangpow","NyangpowLeer","Leer",2018-07-05,"AOK",0,30.10837,8.26726,18464,"","","","","","Unity","Leer","",6,30,0,""
"98","Thoupouch","Thoupouch","ThoupouchLeer","Leer",2018-07-05,"AOK",0,30.13259,8.29668,18469,"","","","","","Unity","Leer","",6,30,0,""
"99","Dhoryiel","Dhoryiel","DhoryielMayendit","Mayendit",2018-07-05,"AOK",0,30.06953,8.38144,18467,"","","","","","Unity","Rubkuay","",6,30,0,""
"100","MungaiyatHills","Mungaiyat_Hills","Mungaiyat_HillsRaja","Raja",NA,"OCHA COD",0,25.63333,8.08333,8520,"BB-0578","","","","","WesternBahrelGhazal","Raga","",6,10,0,""
"101","Kuernyang","Kuernyang","KuernyangNyirol","Nyirol",2018-07-05,"AOK",0,32.0372,8.61893,18457,"","Khernyang","","","","Jonglei","Thol","",6,30,0,""
"102","Maalle","Maalle","MaalleGuit","Guit",2018-07-05,"AOK",0,30.08712,8.96861,18459,"","","","","","Unity","Kuach","",6,30,0,""
"103","Tharjieth","Tharjieth","TharjiethRubkona","Rubkona",2018-07-05,"AOK",0,29.50122,9.06179,18461,"","","","","","Unity","Ngop","",6,30,0,""
"104","Koap","Koap","KoapRubkona","Rubkona",2018-07-05,"AOK",0,29.60793,9.08987,18462,"","","","","","Unity","Budaang","",6,30,0,""
"105","Buma","Buma","BumaGuit","Guit",2018-07-05,"AOK",0,30.07199,9.15846,18463,"","","","","","Unity","Kedad","",6,30,0,""
"106","Kuachlual","Kuachlual","KuachlualGuit","Guit",2018-07-05,"AOK",0,30.0473,9.22123,18465,"","","","","","Unity","Kedad","",6,30,0,""
"107","Guech","Guech","GuechRubkona","Rubkona",2018-07-05,"AOK",0,29.61654,9.26431,18460,"","","","","","Unity","Budaang","",6,30,0,""
"108","Nyayian","Nyayian","NyayianGuit","Guit",2018-07-05,"AOK",0,30.04451,9.2765,18466,"","","","","","Unity","Niemni","",6,30,0,""
"109","ThepManpuot","Thep_Manpuot","Thep_ManpuotGuit","Guit",2018-07-05,"AOK",0,29.86685,9.36914,18458,"","","","","","Unity","Wathnyona","",6,30,0,""
"110","Banachuli","Banachuli","BanachuliMaban","Maban",2018-07-05,"AOK",0,33.24375,10.04535,18451,"","","","","","UpperNile","Jinmakda","",6,30,0,""
"111","Gasimalla","Gasimalla","GasimallaMaban","Maban",2018-07-05,"AOK",0,33.79193,9.96732,18450,"","","","","","UpperNile","Boung","",6,30,0,""
"112","KongoMamur","Kongo_Mamur","Kongo_MamurMaban","Maban",2018-07-05,"AOK",0,33.51863,10.01282,18453,"","","","","","UpperNile","Jinkuata","",6,30,0,""
"113","Ottaji","Ottaji","OttajiMaban","Maban",2018-07-05,"AOK",0,33.84301,9.98285,18488,"","","","","","UpperNile","Boung","",6,30,0,""
"114","Shatta","Shatta","ShattaMaban","Maban",2018-07-05,"AOK",0,33.96023,9.95123,18452,"","","","","","UpperNile","Boung","",6,30,0,""
"115","Ifoho","Ifoho","IfohoTorit","Torit",2018-11-05,"AOK",NA,32.37327,4.25788,18589,"","","","","","EasternEquatoria","Imurok","",6,30,0,""
"116","HaiGumbo","Hai_Gumbo","Hai_GumboTorit","Torit",2018-11-05,"AOK",NA,32.56457,4.39624,18581,"","","","","","EasternEquatoria","Torit","",6,30,0,""
"117","Tugga","Tugga","TuggaRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal",0,25.63333,10.15,8481,"AS-0002","","","","","WesternBahrelGhazal","Ere","",6,30,1,""
"118","BahrJuba","Bahr_Juba","Bahr_JubaJuba","Juba",NA,"UNMISS",1,31.596,4.88319,10538,"BW-0424","","","","","CentralEquatoria","Northern Bari","Bahr Juba",8,10,0,""
"119","JebelLanzima","Jebel_Lanzima","Jebel_LanzimaMaridi","Maridi",2018-11-05,"AOK",NA,29.47358,4.90453,18584,"","","","","","WesternEquatoria","Maridi","",6,30,0,""
"120","Chieta","Chieta","ChietaDuk","Duk",2018-11-05,"AOK",NA,30.83464,7.64983,18579,"","","","","","Jonglei","Dongchak","",6,30,0,""
"121","Bambara","Bambara","BambaraRaja","Raja",NA,"VAS",1,25.66,8.48245,8565,"BB-0622","","","","","WesternBahrelGhazal","Raga","Bambara",6,30,1,"GPS"
"122","Gul","Gul","GulAyod","Ayod",2018-11-05,"AOK",NA,31.31181,7.9977,18580,"","","","","","Jonglei","Ayod","",6,30,0,""
"123","MathiangAgor","Mathiang_Agor","Mathiang_AgorAweilSouth","AweilSouth",2018-11-05,"AOK",NA,27.67639,8.69444,18591,"","","","","","NorthernBahrelGhazal","Gakrol","",6,30,0,""
"124","BaacWetngong","Baac_Wet_ngong","Baac_Wet_ngongAweilWest","AweilWest",2018-11-05,"AOK",NA,27.35311,8.79792,18578,"","","","","","NorthernBahrelGhazal","Mariem East","",6,30,0,""
"125","Wechnyang","Wechnyang","WechnyangUlang","Ulang",2018-11-05,"AOK",NA,32.71616,8.65525,18583,"","","","","","UpperNile","Ulang","",6,30,0,""
"126","Wathwar","Wathwar","WathwarLuakpinyNasir","LuakpinyNasir",2018-11-05,"AOK",NA,33.07735,8.61464,18587,"","","","","","UpperNile","Roam","",6,30,0,""
"127","MayenAtoktou","Mayen_Atoktou","Mayen_AtoktouAweilNorth","AweilNorth",2018-11-05,"AOK",NA,27.14716,9.16194,18592,"","","","","","NorthernBahrelGhazal","Ariath","",6,30,0,""
"128","Kanafis","Kanafis","KanafisRaja","Raja",NA,"WFP, UNMISS, NBS Western Bahr el Ghazal, OCHA COD",1,25.66,9.8,8473,"BB-0566","","","","","WesternBahrelGhazal","Ere","",6,40,1,""
"129","Muderya","Muderya","MuderyaMalakal","Malakal",2018-11-05,"AOK",NA,31.66132,9.52985,18582,"","","","","","UpperNile","Northern Malakal","",6,30,0,""
"130","HaiKisanga","Hai_Kisanga","Hai_KisangaYambio","Yambio",2018-09-06,"AOK",0,28.41618,4.56949,18552,"","","","","","WesternEquatoria","Yambio Town","",6,30,0,""
"131","Hai-Mundria","Hai-Mundria","Hai-MundriaMvolo","Mvolo",2018-09-06,"AOK",0,29.95772,6.06105,18539,"","","","","","WesternEquatoria","Mvolo","",6,30,0,""
"132","DhorNyakier","Dhor_Nyakier","Dhor_NyakierPanyijiar","Panyijiar",2018-09-06,"AOK",0,30.26453,7.59652,18550,"","","","","","Unity","Kol","",6,30,0,""
"133","Hai-Ngobo","Hai-Ngobo","Hai-NgoboWau","Wau",2018-09-06,"AOK",0,27.99764,7.67517,18541,"","","","","","WesternBahrelGhazal","Wau South","",6,30,0,""
"134","Kubir-Ngap","Kubir-Ngap","Kubir-NgapJurRiver","JurRiver",2018-09-06,"AOK",0,28.07849,7.6864,18543,"","","","","","WesternBahrelGhazal","Rocrocdong","",6,30,0,""
"135","MayongaA","MAYONGA_A","MAYONGA_ARaja","Raja",NA,"OCHA COD",1,25.66807,8.4927,8600,"BB-0629","","","","","WesternBahrelGhazal","Raga","Raga North",6,10,0,""
"136","Leerjaak","Leerjaak","LeerjaakPanyijiar","Panyijiar",2018-09-06,"AOK",0,30.2601,7.77401,18549,"","","","","","Unity","Nyal","",6,30,0,""
"137","Pulluala","Pul_luala","Pul_lualaPanyijiar","Panyijiar",2018-09-06,"AOK",0,30.28842,7.83866,18551,"","","","","","Unity","Nyal","",6,30,0,""
"138","Liethni","Liethni","LiethniPanyijiar","Panyijiar",2018-09-06,"AOK",0,30.39432,7.86897,18548,"","","","","","Unity","Nyal","",6,30,0,""
"139","Nyaluel","Nyaluel","NyaluelJurRiver","JurRiver",2018-09-06,"AOK",0,27.87131,7.89162,18542,"","","","","","WesternBahrelGhazal","Udici","",6,30,0,""
"140","Rom","Rom","RomMayendit","Mayendit",2018-09-06,"AOK",0,30.04608,8.44566,18538,"","","","","","Unity","Thaker","",6,30,0,""
"141","Leah","Leah","LeahMayendit","Mayendit",2018-09-06,"AOK",0,30.17939,8.44566,18537,"","","","","","Unity","Luom","",6,30,0,""
"142","RakThiar","Rak_Thiar","Rak_ThiarAweilCentre","AweilCentre",2018-09-06,"AOK",0,27.35231,8.70735,18540,"","","","","","NorthernBahrelGhazal","Nyalath","",6,30,0,""
"143","MaperJier","Maper_jier","Maper_jierAweilSouth","AweilSouth",2018-09-06,"AOK",0,27.8046,8.74854,18544,"","","","","","NorthernBahrelGhazal","Panthou","",6,30,0,""
"144","Nyekeack","Nyekeac","NyekeacKoch","Koch",2018-09-06,"AOK",0,29.7245,8.83866,18557,"","Nyekeac","","","","Unity","Boaw","",6,30,0,""
"145","Kuerguong","Kuerguong","KuerguongFangak","Fangak",2018-09-06,"AOK",0,30.74428,9.0878,18545,"","","","","","Jonglei","Paguir","",6,30,0,""
"146","Kechnor","Kechnor","KechnorRubkona","Rubkona",2018-09-06,"AOK",0,29.59977,9.09142,18558,"","","","","","Unity","Nhialdiu","",6,30,0,""
"147","Kuemduok","Kuemduok","KuemduokFangak","Fangak",2018-09-06,"AOK",0,30.72979,9.12312,18546,"","","","","","Jonglei","Paguir","",6,30,0,""
"148","Tharliel","Tharliel","TharlielRubkona","Rubkona",2018-09-06,"AOK",0,29.70997,9.20302,18559,"","","","","","Unity","Rubkotne","",6,30,0,""
"149","Dhorkan","Dhorkan","DhorkanRubkona","Rubkona",2018-09-06,"AOK",0,29.74752,9.20968,18561,"","","","","","Unity","Rubkotne","",6,30,0,""
"150","Beilpham","Beilpham","BeilphamRubkona","Rubkona",2018-09-06,"AOK",0,29.71413,9.22564,18560,"","","","","","Unity","Rubkotne","",6,30,0,""
"151","Fajur","Fajur","FajurPanyikang","Panyikang",2018-09-06,"AOK",0,31.60318,9.34488,18556,"","","","","","UpperNile","Panyidwoi","",6,30,0,""
"152","DengirShufu","Dengir_Shufu","Dengir_ShufuMalakal","Malakal",2018-09-06,"AOK",0,31.66378,9.56653,18554,"","","","","","UpperNile","Lelo","",6,30,0,""
"153","HaiDinka","Hai_Dinka","Hai_DinkaMalakal","Malakal",2018-09-06,"AOK",0,31.65096,9.53769,18555,"","","","","","UpperNile","Northern Malakal","",6,30,0,""
"154","Morwari","Morwari","MorwariMagwi","Magwi",2019-04-09,"AOK",NA,32.3005,4.12577,18730,"","","","","","EasternEquatoria","Magwi","",6,30,0,""
