"","NAME","NAMEJOIN","NAMECOUNTY","COUNTYJOIN","DATE","DATA_SOURC","IMG_VERIFD","X","Y","INDEX","P_CODE","ALT_NAME1","ALT_NAME2","ALT_NAME3","ALT_NAME4","STATEJOIN","PAYAM","BOMA","FUNC_CLASS","CONF_SCORE","SRC_VERIFD","SRC_V_REM"
"4887","Buko","Buko","BukoTerekeka","Terekeka",NA,"WFP",1,31.81622,5.6549,5427,"BW-0167","","","","","CentralEquatoria","Gameiza","",6,10,0,""
"4888","Wando","Wando","WandoTambura","Tambura",NA,"WFP",0,27.69316,5.65529,12495,"BT-0166","","","","","WesternEquatoria","Mupoi","",6,20,1,""
"4889","Manajur","Manajur","ManajurTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.68162,5.6566,11697,"BW-0208","","","","","CentralEquatoria","Tombek","Bori Aringa",6,20,0,"inside County"
"4890","Koranza","Koranza","KoranzaMvolo","Mvolo",NA,"WFP, OCHA COD, NBS Western Equatoria, UNMISS",1,30.19662,5.65672,11981,"BV-0872","","","","","WesternEquatoria","Yeri","",6,50,1,""
"4891","Yangu","Yangu","YanguTambura","Tambura",NA,"OCHA COD",1,27.46298,5.65854,12562,"BT-0253","","","","","WesternEquatoria","Tambura","Mangbuuru",6,10,0,"inside County"
"4892","Mbamu","Mbamu","MbamuTambura","Tambura",NA,"OCHA COD",1,27.50412,5.65923,12602,"BT-0296","","","","","WesternEquatoria","Tambura","Mangbuuru",6,10,0,"inside County"
"4893","Maringi2","Maringi_2","Maringi_2Tambura","Tambura",NA,"OCHA COD",1,27.50454,5.65968,12603,"BT-0297","","","","","WesternEquatoria","Tambura","Mangbuuru",6,10,0,"inside County"
"4894","Leikor","Leikor","LeikorMundriWest","MundriWest",NA,"VAS",1,30.34287,5.66025,10643,"BV-0924","","","","","WesternEquatoria","Amadi","Kulundu",6,30,1,"GPS"
"4895","Tindalo","Tindalo","TindaloTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,31.06398,5.66079,5428,"BV-0414","Tindilo","","","","CentralEquatoria","Tindilo","",5,90,1,""
"4896","Sangua7","SANGUA_7","SANGUA_7Yambio","Yambio",NA,"NBS Western Equatoria",1,28.39618,4.56992,11511,"BT-0519","","","","","WesternEquatoria","Yambio Town","Sangua one",6,10,0,""
"4897","Kulundu","Kulundu","KulunduMundriWest","MundriWest",NA,"OCHA COD",1,30.34404,5.66184,10644,"BV-0925","","","","","WesternEquatoria","Amadi","Kulundu",6,10,0,"inside County"
"4898","Maringi1","Maringi_1","Maringi_1Tambura","Tambura",NA,"OCHA COD",1,27.50579,5.6621,12604,"BT-0298","","","","","WesternEquatoria","Tambura","Mangbuuru",6,10,0,"inside County"
"4899","Nakadocwa","Nakadocwa","NakadocwaKapoetaEast","KapoetaEast",NA,"WFP, UNMISS, NBS Eastern Equatoria",1,35.11091,5.66273,13849,"BY-0154","","","","","EasternEquatoria","Lotimor","",6,30,0,""
"4900","Bossodung","Bossodung","BossodungTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.80861,5.66385,11733,"BW-0244","","","","","CentralEquatoria","Gameiza","Gameiza",6,20,0,"inside County"
"4901","Lakamadi","Lakamadi","LakamadiMundriEast","MundriEast",NA,"WFP, UNMISS, NBS Western Equatoria, OCHA IDP",0,30.44091,5.66545,11075,"BV-0873","","","","","WesternEquatoria","Lakamadi","",6,170,0,""
"4902","LakamadiCentre","Lakamadi_centre","Lakamadi_centreMundriEast","MundriEast",NA,"OCHA COD",1,30.4872,5.66603,11079,"BV-0921","","","","","WesternEquatoria","Lakamadi","Lakamadi",6,10,0,"inside County"
"4903","Aborong","Aborong","AborongTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.6832,5.66643,11695,"BW-0205","","","","","CentralEquatoria","Tombek","Bori Aringa",6,20,0,"inside County"
"4904","Sangua8","SANGUA_8","SANGUA_8Yambio","Yambio",NA,"NBS Western Equatoria",1,28.39618,4.56992,11512,"BT-0520","","","","","WesternEquatoria","Yambio Town","Sangua one",6,10,0,""
"4905","Kerkeng","Kerkeng","KerkengKapoetaEast","KapoetaEast",NA,"WFP, NBS Eastern Equatoria, UNMISS",0,34.48333,5.66667,13851,"BX-0339","","","","","EasternEquatoria","Kauto","",6,30,0,""
"4906","BarangaAndDuma","Baranga_and_Duma","Baranga_and_DumaTambura","Tambura",NA,"OCHA COD",1,27.39764,5.66678,12606,"BT-0301","","","","","WesternEquatoria","Namatina","Bazande",6,10,0,"inside County"
"4907","Sangua9","SANGUA_9","SANGUA_9Yambio","Yambio",NA,"NBS Western Equatoria",1,28.39618,4.56992,11513,"BT-0521","","","","","WesternEquatoria","Yambio Town","Sangua one",6,10,0,""
"4908","Ajut","Ajut","AjutTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.80703,5.66814,11732,"BW-0243","","","","","CentralEquatoria","Gameiza","Gameiza",6,20,0,"inside County"
"4909","Jerbar","Jerbar","JerbarTerekeka","Terekeka",NA,"WFP",0,31.08771,5.67014,5429,"BV-0415","","","","","CentralEquatoria","Tindilo","",6,20,1,""
"4910","Parilli","Parilli","ParilliTerekeka","Terekeka",NA,"WFP, OCHA COD, NBS Central Equatoria, UNMISS",0,31.01764,5.67293,5430,"BV-0416","","","","","CentralEquatoria","Tindilo","",6,50,1,""
"4911","Bura","Bura","BuraTerekeka","Terekeka",NA,"OCHA COD",1,30.97437,5.67618,11673,"BV-0512","","","","","CentralEquatoria","Tindilo","Mundari bura",6,10,0,"inside County"
"4912","Diarabala","Diarabala","DiarabalaTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.7247,5.67751,11730,"BW-0241","","","","","CentralEquatoria","Muni","Gori",6,20,0,"inside County"
"4913","Sopado","Sopado","SopadoTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.73131,5.67892,11731,"BW-0242","","","","","CentralEquatoria","Muni","Gori",6,20,0,"inside County"
"4914","Nabaaria","Nabaaria","NabaariaTambura","Tambura",NA,"WFP, OCHA COD, NBS Western Equatoria",1,27.46101,5.67918,12496,"BT-0167","","","","","WesternEquatoria","Tambura","",6,30,0,""
"4915","Sangua10","SANGUA_10","SANGUA_10Yambio","Yambio",NA,"NBS Western Equatoria",1,28.39618,4.56992,11514,"BT-0522","","","","","WesternEquatoria","Yambio Town","Sangua one",6,10,0,""
"4916","Gemmaiza","Gemmaiza","GemmaizaTerekeka","Terekeka",NA,"WFP, UNMISS, NBS Central Equatoria, OCHA COD",0,31.79817,5.68016,5432,"BW-0168","","","","","CentralEquatoria","Gameiza","",5,90,1,""
"4917","Nimalli","Nimalli","NimalliMundriEast","MundriEast",NA,"WFP",1,30.49678,5.6821,11076,"BV-0874","","","","","WesternEquatoria","Lakamadi","",6,20,1,""
"4918","Jobur","Jobur","JoburTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,30.86114,5.68275,11672,"BV-0511","","","","","CentralEquatoria","Tali","Mijiki",6,20,0,"inside County"
"4919","Bogori","Bogori","BogoriMvolo","Mvolo",NA,"WFP, UNMISS, NBS Western Equatoria, OCHA IDP",0,29.83,5.68455,11982,"BU-0178","","","","","WesternEquatoria","Bagori","",6,100,0,""
"4920","Mayewe","Mayewe","MayeweMvolo","Mvolo",NA,"WFP, OCHA COD, NBS Western Equatoria",1,30.12644,5.68485,11983,"BV-0875","","","","","WesternEquatoria","Yeri","",5,30,0,""
"4921","Sangua11","SANGUA_11","SANGUA_11Yambio","Yambio",NA,"NBS Western Equatoria",1,28.39618,4.56992,11515,"BT-0523","","","","","WesternEquatoria","Yambio Town","Sangua one",6,10,0,""
"4922","Gemeiza","Gemeiza","GemeizaTerekeka","Terekeka",NA,"OCHA IDP, UNMISS, IOM IDP",0,31.78437,5.68657,5433,"BW-0169","Gemeza","","","","CentralEquatoria","Gameiza","",7,90,1,"RRC"
"4923","Maleit","Maleit","MaleitTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,31.5562,5.68759,5434,"BW-0170","","","","","CentralEquatoria","Tombek","",6,50,1,""
"4924","Nyargillo","Nyargillo","NyargilloTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,30.85256,5.68785,11671,"BV-0510","","","","","CentralEquatoria","Tali","Mijiki",6,20,0,"inside County"
"4925","Vora","Vora","VoraTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,30.92921,5.68827,5435,"BV-0418","","","","","CentralEquatoria","Tindilo","",6,40,0,""
"4926","WilbongoAndBasikani","Wilbongo_and_Basikani","Wilbongo_and_BasikaniTambura","Tambura",NA,"OCHA COD",1,27.4363,5.68988,12607,"BT-0302","","","","","WesternEquatoria","Namatina","Nabaaria",6,10,0,"inside County"
"4927","Andari","Andari","AndariMvolo","Mvolo",NA,"WFP, UNMISS, NBS Western Equatoria, OCHA COD",1,30.27312,5.69179,11984,"BV-0876","","","","","WesternEquatoria","Dari","",4,50,1,""
"4928","Kuron","Kuron","KuronKapoetaEast","KapoetaEast",NA,"WFP, OCHA COD, NBS Eastern Equatoria, UNMISS",1,34.56384,5.6965,13852,"BY-0156","Kuron Peace Village","Lereboi","","","EasternEquatoria","Kauto","",5,90,0,"JLC/FAO"
"4929","Mototo","Mototo","MototoTambura","Tambura",NA,"WFP",0,27.27318,5.69671,12497,"BT-0168","","","","","WesternEquatoria","Namatina","",6,20,1,""
"4930","Nyokuron","Nyokuron","NyokuronTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,30.84894,5.6985,11670,"BV-0509","","","","","CentralEquatoria","Tali","Mijiki",6,20,0,"inside County"
"4931","Bojo-Ajut","Bojo_Ajut","Bojo_AjutTerekeka","Terekeka",NA,"WFP, UNMISS, NBS Central Equatoria",1,31.79298,5.69978,5438,"BW-0172","","","","","CentralEquatoria","Gameiza","",6,30,0,""
"4932","Amoth","Amoth","AmothTonjNorth","TonjNorth",NA,"VAS",1,28.39883,7.90198,6658,"BL-0043","","","","","Warrap","Manloor","Agak Ker",6,30,1,"GPS"
"4933","Gigging","Gigging","GiggingTerekeka","Terekeka",NA,"WFP, UNMISS, NBS Central Equatoria",1,31.72,5.7,5437,"BW-0171","","","","","CentralEquatoria","Muni","",6,30,0,""
"4934","MadiBiti","Madi_Biti","Madi_BitiMundriEast","MundriEast",NA,"WFP, OCHA COD, UNMISS, NBS Western Equatoria",1,30.55087,5.70236,11077,"BV-0877","","","","","WesternEquatoria","Lakamadi","",6,50,1,""
"4935","AthouAbuok","Athou_Abuok","Athou_AbuokTonjNorth","TonjNorth",NA,"VAS",1,28.39883,7.9158,6661,"BL-0046","","","","","Warrap","Manloor","Agak Ker",6,30,1,"GPS"
"4936","Dubala","Dubala","DubalaTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",0,31.05541,5.7044,11679,"BV-0518","","","","","CentralEquatoria","Tindilo","Somaring",6,20,0,"inside County"
"4937","Jarrah","Jarrah","JarrahTerekeka","Terekeka",NA,"WFP, NBS Central Equatoria",1,30.7734,5.70527,5436,"BV-0419","","","","","CentralEquatoria","Tali","",6,20,0,""
"4938","Lereboi","Lereboi","LereboiKapoetaEast","KapoetaEast",NA,"OCHA COD",1,34.56498,5.70565,13959,"BY-0229","","","","","EasternEquatoria","Kauto","Nakadengo",8,10,0,"inside County"
"4939","LetereNgulu","Letere_Ngulu","Letere_NguluMvolo","Mvolo",NA,"OCHA COD",1,30.32786,5.70601,12120,"BV-0927","","","","","WesternEquatoria","Dari","YERE",6,10,0,"inside County"
"4940","Jologo","Jologo","JologoTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.69727,5.70877,11694,"BW-0204","","","","","CentralEquatoria","Muni","Gori",6,20,0,"inside County"
"4941","Nyale","Nyale","NyaleTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,31.19419,5.71259,5439,"BV-0420","","","","","CentralEquatoria","Tindilo","",6,50,1,""
"4942","Bambara","Bambara","BambaraTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.79491,5.71414,11734,"BW-0245","","","","","CentralEquatoria","Gameiza","Gameiza",6,20,0,"inside County"
"4943","Kalau","Kalau","KalauJurRiver","JurRiver",NA,"OCHA COD, NBS Western Bahr el Ghazal",0,28.39941,7.31511,6464,"BL-0655","Golil","","","","WesternBahrelGhazal","Kuajiena","Dangachak",6,50,1,""
"4944","Kulwo","Kulwo","KulwoTerekeka","Terekeka",NA,"WFP, NBS Central Equatoria, UNMISS",0,31.06667,5.71556,5440,"BV-0421","","","","","CentralEquatoria","Tindilo","",6,30,0,""
"4945","Dokerri","Dokerri","DokerriMvolo","Mvolo",NA,"WFP, OCHA COD, NBS Western Equatoria, UNMISS",1,30.35401,5.71602,11985,"BV-0878","","","","","WesternEquatoria","Dari","",6,50,1,""
"4946","Golil","Golil","GolilJurRiver","JurRiver",NA,"OCHA COD",0,28.39941,7.31511,6465,"BL-0656","","","","","WesternBahrelGhazal","Kuajiena","Dangachak",6,10,0,""
"4947","Malari","Malari","MalariTerekeka","Terekeka",NA,"WFP, UNMISS, OCHA COD, NBS Central Equatoria",0,31.091,5.71693,5441,"BV-0422","","","","","CentralEquatoria","Tindilo","",6,50,1,""
"4948","Rumih","Rumih","RumihTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",0,31.06091,5.71951,5442,"BV-0423","","","","","CentralEquatoria","Tindilo","",6,50,1,""
"4949","Ababanya","Ababanya","AbabanyaTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.70081,5.71981,11693,"BW-0203","","","","","CentralEquatoria","Tombek","Swaklee",6,20,0,"inside County"
"4950","Rangi","Rangi","RangiTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.69283,5.72035,11691,"BW-0201","","","","","CentralEquatoria","Tombek","Bori",6,20,0,"inside County"
"4951","Panlith","Panlith","PanlithTwic","Twic",NA,"WFP",1,28.3997,9.11651,7433,"BC-1933","","","","","Warrap","Wunrok","",6,10,0,"WFP-LC"
"4952","Logora","Logora","LogoraTerekeka","Terekeka",NA,"WFP",1,31.4508,5.7214,5445,"BV-0425","","","","","CentralEquatoria","Rijong","",6,20,1,""
"4953","Mejiki","Mejiki","MejikiTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,30.8357,5.72148,5444,"BV-0424","Mijiki","","","","CentralEquatoria","Tali","",6,70,1,""
"4954","Badai","Badai","BadaiTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,31.41874,5.72291,5446,"BV-0426","","","","","CentralEquatoria","Rijong","",6,50,1,""
"4955","Hagleg","Hagleg","HaglegAbyeiRegion","AbyeiRegion",NA,"UNMAS_9_11",0,28.3997,9.56307,17914,"NC35110262","","","","","Warrap","AbyeiRegion","",6,0,0,""
"4956","Bima","Bima","BimaYambio","Yambio",NA,"WFP, NBS Western Equatoria, UNMISS",1,28.4,4.81,11404,"BT-0039","","","","","WesternEquatoria","Ri-rangu","",6,30,0,""
"4957","Robur","Robur","RoburTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.70241,5.72358,11692,"BW-0202","","","","","CentralEquatoria","Tombek","Bori",6,20,0,"inside County"
"4958","Nawoyapeta","Nawoyapeta","NawoyapetaKapoetaEast","KapoetaEast",NA,"OCHA COD, NBS Eastern Equatoria",1,34.55793,5.72358,13960,"BY-0230","","","","","EasternEquatoria","Kauto","Kuron",6,20,0,"inside County"
"4959","Rubanyarom","Rubanyarom","RubanyaromTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.11006,5.7255,11676,"BV-0515","Wongo","","","","CentralEquatoria","Tindilo","Gworonga",6,30,0,"inside County"
"4960","Namutwon","Namutwon","NamutwonKapoetaEast","KapoetaEast",NA,"OCHA COD, NBS Eastern Equatoria",1,34.51737,5.72591,13962,"BY-0232","","","","","EasternEquatoria","Kauto","Kuron",6,20,0,"inside County"
"4961","LoruskotukoCattleCamp","Loruskotuko_Cattle_camp","Loruskotuko_Cattle_campKapoetaEast","KapoetaEast",NA,"OCHA COD, NBS Eastern Equatoria",1,34.53972,5.72601,13961,"BY-0231","","","","","EasternEquatoria","Kauto","Kuron",8,20,0,"inside County"
"4962","Bori","Bori","BoriTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.65155,5.72605,11832,"BW-0357","","","","","CentralEquatoria","Tombek","Ligi",6,20,0,"inside County"
"4963","Gutetian","Gutetian","GutetianTerekeka","Terekeka",NA,"WFP, UNMISS, NBS Central Equatoria, OCHA COD",1,31.45843,5.72715,5447,"BV-0427","","","","","CentralEquatoria","Rijong","",5,90,1,""
"4964","BangaruAndDuma","Bangaru_and_Duma","Bangaru_and_DumaTambura","Tambura",NA,"OCHA COD",1,27.41336,5.72795,12629,"BT-0326","","","","","WesternEquatoria","Namatina","Nabaaria",6,10,0,"inside County"
"4965","Bogora","Bogora","BogoraTerekeka","Terekeka",NA,"WFP, UNMISS, NBS Central Equatoria",1,31.477,5.7311,5448,"BV-0428","","","","","CentralEquatoria","Rijong","",6,30,0,""
"4966","Baronga","Baronga","BarongaTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,31.09318,5.73146,5449,"BV-0429","","","","","CentralEquatoria","Tindilo","",6,50,1,""
"4967","Mapuse","Mapuse","MapuseTambura","Tambura",NA,"OCHA COD",1,27.54323,5.73182,12630,"BT-0327","","","","","WesternEquatoria","Tambura","Mangbuuru",6,10,0,"inside County"
"4968","Gweni","Gweni","GweniNzara","Nzara",NA,"WFP, NBS Western Equatoria, UNMISS",1,28.4,6.23333,11877,"BL-1069","","","","","WesternEquatoria","Ringasi","",6,30,0,""
"4969","KasikoCentre","Kasiko_centre","Kasiko_centreMundriEast","MundriEast",NA,"OCHA COD",0,30.6412,5.73379,11106,"BV-0976","","","","","WesternEquatoria","Lakamadi","Kasiko",6,10,0,"inside County"
"4970","Mogutt","Mogutt","MoguttTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,31.60081,5.73584,5450,"BW-0174","","","","","CentralEquatoria","Tombek","",6,50,1,""
"4971","Tiarki","Tiarki","TiarkiTerekeka","Terekeka",NA,"WFP, NBS Central Equatoria, UNMISS",0,31.66056,5.73694,5451,"BW-0175","","","","","CentralEquatoria","Tombek","",6,30,0,""
"4972","Kugi","Kugi","KugiTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.6925,5.73735,11690,"BW-0200","","","","","CentralEquatoria","Tombek","Bori",6,20,0,"inside County"
"4973","Nyosukuruk","Nyosukuruk","NyosukurukTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.00808,5.73757,5452,"BV-0430","","","","","CentralEquatoria","Tindilo","Ombaci",6,30,1,"Check on attributes and location"
"4974","Nagil","Nagil","NagilYambio","Yambio",NA,"OCHA COD",1,28.41506,4.57034,11481,"BT-0483","","","","","WesternEquatoria","Yambio Town","Yabongo",6,10,0,"inside County"
"4975","Maralinn","Maralinn","MaralinnTerekeka","Terekeka",NA,"WFP, NBS Central Equatoria, UNMISS",1,31.379,5.74,5453,"BV-0431","","","","","CentralEquatoria","Rijong","",6,30,0,""
"4976","GumbariCentre","Gumbari_Centre","Gumbari_CentreMvolo","Mvolo",NA,"OCHA COD",1,30.44924,5.74039,12119,"BV-0923","","","","","WesternEquatoria","Dari","NGORONYA",6,10,0,"inside County"
"4977","Gbara","Gbara","GbaraMvolo","Mvolo",NA,"OCHA COD",1,29.84617,5.74053,12121,"BU-0242","","","","","WesternEquatoria","Bagori","BAGORI",6,10,0,"inside County"
"4978","Gaya","Gaya","GayaTerekeka","Terekeka",NA,"WFP, UNMISS, NBS Central Equatoria",0,31.35417,5.74056,11577,"BV-0432","","","","","CentralEquatoria","Rijong","",6,30,0,""
"4979","SudanSafari","Sudan_Safari","Sudan_SafariTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.78696,5.74102,11689,"BW-0199","","","","","CentralEquatoria","Gameiza","Gameiza",6,20,0,"inside County"
"4980","Wongo","Wongo","WongoTerekeka","Terekeka",NA,"AOK",0,31.05709,5.7418,18261,"","","","","","CentralEquatoria","Tindilo","",6,30,0,""
"4981","Wudu","Wudu","WuduTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.70071,5.74274,11833,"BW-0387","","","","","CentralEquatoria","Tombek","Bori",6,20,0,"inside County"
"4982","Jarra","Jarra","JarraTerekeka","Terekeka",NA,"WFP",1,30.68951,5.74313,11578,"BV-0433","","","","","CentralEquatoria","Tali","",6,20,1,""
"4983","Baro","Baro","BaroTerekeka","Terekeka",NA,"WFP, OCHA COD, UNMISS, NBS Central Equatoria",1,31.70037,5.7453,11579,"BW-0176","","","","","CentralEquatoria","Tombek","",6,50,1,""
"4984","Kasiko","Kasiko","KasikoMundriEast","MundriEast",NA,"WFP, NBS Western Equatoria, UNMISS",0,30.58636,5.74545,11078,"BV-0880","","","","","WesternEquatoria","Lakamadi","",6,30,0,""
"4985","Bangazagino","Bangazagino","BangazaginoYambio","Yambio",NA,"WFP",1,28.41506,5.26438,11415,"BT-0089","","","","","WesternEquatoria","Nadiangere","",6,10,0,""
"4986","Kassangor","Kassangor","KassangorKapoetaEast","KapoetaEast",NA,"WFP",0,33.9298,5.74938,13854,"BX-0341","","","","","EasternEquatoria","Jie","",5,10,0,""
"4987","YeriMozo","Yeri_Mozo","Yeri_MozoMvolo","Mvolo",NA,"OCHA COD, NBS Western Equatoria",1,30.08068,5.7498,11988,"BV-0881","","","","","WesternEquatoria","Yeri","YERI",6,30,1,"Check"
"4988","Karanyaki","Karanyaki","KaranyakiTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,30.72655,5.74986,11669,"BV-0508","","","","","CentralEquatoria","Tali","Jokari",6,20,0,"inside County"
"4989","HaiKatina","HAI_KATINA","HAI_KATINAYambio","Yambio",NA,"OCHA COD",1,28.42,4.57248,11483,"BT-0485","","","","","WesternEquatoria","Yambio Town","YABONGO",6,10,0,"inside County"
"4990","Ngolija","Ngolija","NgolijaTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,30.84748,5.75236,11663,"BV-0502","","","","","CentralEquatoria","Tali","Mijiki",6,20,0,"inside County"
"4991","Banacurot","Banacurot","BanacurotTerekeka","Terekeka",NA,"AOK",0,31.7867,5.75267,18383,"","","","","","CentralEquatoria","Gameiza","",6,30,0,""
"4992","Mogiri","Mogiri","MogiriTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,30.70482,5.75366,11668,"BV-0507","","","","","CentralEquatoria","Tali","Jokari",6,20,0,"inside County"
"4993","Tur","Tur","TurTerekeka","Terekeka",NA,"WFP, OCHA COD, NBS Central Equatoria, UNMISS",1,31.28183,5.75413,11581,"BV-0434","","","","","CentralEquatoria","Rijong","",5,90,1,""
"4994","Toin","Toin","ToinYambio","Yambio",NA,"WFP",0,28.60625,5.75634,11421,"BU-0180","","","","","WesternEquatoria","Nadiangere","",6,20,1,""
"4995","Dawaja","Dawaja","DawajaMvolo","Mvolo",NA,"OCHA COD",0,30.12545,5.75742,12118,"BV-0920","","","","","WesternEquatoria","Yeri","YERI",6,10,0,"inside County"
"4996","Yeki","Yeki","YekiTerekeka","Terekeka",NA,"AOK",0,31.7863,5.75889,18397,"","","","","","CentralEquatoria","Gameiza","",6,30,0,""
"4997","Waitoku","Waitoku","WaitokuTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.69688,5.76469,11686,"BW-0196","","","","","CentralEquatoria","Tombek","Bori",6,20,0,"inside County"
"4998","Gwojo-Adung","Gwojo_Adung","Gwojo_AdungTerekeka","Terekeka",NA,"WFP, NBS Central Equatoria, UNMISS",1,31.7873,5.76474,11582,"BW-0178","","","","","CentralEquatoria","Gameiza","",6,30,0,""
"4999","Baribuko","Baribuko","BaribukoTerekeka","Terekeka",NA,"NBS Central Equatoria",1,31.68947,5.76607,11687,"BW-0197","","","","","CentralEquatoria","Tombek","Nanguli",6,20,0,""
"5000","Biarubo","Biarubo","BiaruboTambura","Tambura",NA,"WFP, UNMISS, NBS Western Equatoria",0,27.56667,5.76667,12500,"BT-0171","","","","","WesternEquatoria","Tambura","",6,30,0,""
"5001","Nyanga1","Nyanga_1","Nyanga_1Terekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.04177,5.76777,11675,"BV-0514","Nyanga 2","","","","CentralEquatoria","Tindilo","Bureng",6,30,0,"inside County"
"5002","Gboerr","Gboerr","GboerrTerekeka","Terekeka",NA,"WFP, OCHA COD, NBS Central Equatoria, UNMISS",1,31.56039,5.76828,11583,"BW-0179","","","","","CentralEquatoria","Tombek","",6,50,1,""
"5003","LilAthian","Lil_Athian","Lil_AthianGogrialEast","GogrialEast",NA,"UNMISS",1,28.42,8.36,6832,"BC-1994","","","","","Warrap","Toch North","",6,20,1,"Wau GIS"
"5004","Teri","Teri","TeriMvolo","Mvolo",NA,"WFP, NBS Western Equatoria, UNMISS",0,30.11,5.77,11989,"BV-0882","","","","","WesternEquatoria","Yeri","",6,30,0,""
"5005","Barma","Barma","BarmaTambura","Tambura",NA,"WFP",1,27.82329,5.77013,12501,"BT-0172","","","","","WesternEquatoria","Tambura","",6,20,1,""
"5006","Thiou","Thiou","ThiouGogrialEast","GogrialEast",NA,"VAS",1,28.42517,8.21025,6820,"BC-1987","","","","","Warrap","Pathuon West","Luonyaker",6,30,1,"GPS"
"5007","AkuacWol","Akuac_Wol","Akuac_WolGogrialWest","GogrialWest",NA,"VAS",0,28.42517,8.86804,7148,"BC-2242","","","","","Warrap","Alek North","Makuach",6,10,0,"Calculated"
"5008","Delindi","Delindi","DelindiMvolo","Mvolo",NA,"WFP",1,30.19817,5.77069,11990,"BV-0883","","","","","WesternEquatoria","Yeri","",6,20,1,""
"5009","Merekonjoro","Merekonjoro","MerekonjoroTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,30.78965,5.77287,11662,"BV-0501","","","","","CentralEquatoria","Tali","Jabur",6,20,0,"inside County"
"5010","Moingbi","Moingbi","MoingbiYambio","Yambio",NA,"WFP, UNMISS, NBS Western Equatoria, OCHA COD",1,28.82514,5.77395,11422,"BU-0181","","","","","WesternEquatoria","Nadiangere","",6,50,1,""
"5011","Jarabarau","Jarabarau","JarabarauTerekeka","Terekeka",NA,"OCHA COD, NBS Central Equatoria",1,31.75051,5.77472,11688,"BW-0198","","","","","CentralEquatoria","Gameiza","Geri",6,20,0,"inside County"
"5012","PingDit","Ping_Dit","Ping_DitGogrialEast","GogrialEast",NA,"WFP, UNMISS, NBS Warrap",1,28.43,8.59,1831,"BC-1758","","","","","Warrap","Toch East","",6,30,1,""
"5013","Moggi","Moggi","MoggiTerekeka","Terekeka",NA,"WFP, OCHA COD, NBS Central Equatoria, UNMISS",0,31.1476,5.77793,11585,"BV-0435","","","","","CentralEquatoria","Tindilo","",6,50,1,""
"5014","Delinoi","Delinoi","DelinoiMvolo","Mvolo",NA,"WFP, UNMISS, NBS Western Equatoria",0,30.21,5.78,11991,"BV-0884","","","","","WesternEquatoria","Yeri","",6,30,0,""
"5015","DariKunda","Dari_Kunda","Dari_KundaMvolo","Mvolo",NA,"OCHA COD",1,30.3731,5.78005,12083,"BV-0904","","","","","WesternEquatoria","Dari","YERE",6,10,0,"inside County"
